start_sec,delta_power,theta_power,alpha_power,beta_power
1620,0.7980380279941264,0.0974177412379231,0.034361497399479614,0.0701827333684708
1650,0.8761114622846642,0.07343575447548172,0.015782043571648596,0.0346707396682057
1680,0.7911805217227987,0.10806471778914317,0.03193210602078349,0.06882265446727462
1710,0.5214904879687388,0.30171494473589655,0.07168931306918984,0.1051052542261749
1740,0.5464133259251116,0.24432296271401124,0.08744124784399998,0.12182246351687702
1770,0.8937495484212507,0.05979332585476909,0.017731027800851885,0.028726097923128285
1800,0.8337501074693855,0.09886891945805566,0.02671553928336645,0.04066543378919252
1830,0.8526267941694177,0.09387763492424038,0.02194033526581845,0.03155523564052349
1860,0.8125263545666158,0.09862792708091794,0.02864694255376712,0.060198775798699034
1890,0.8923511650547475,0.06107067732485527,0.018153062290852486,0.028425095329544636
1920,0.880219931084691,0.07229401180714982,0.015381260470259358,0.032104796637899606
1950,0.8472077053375404,0.08750480766713196,0.02251941840549171,0.04276806858983604
1980,0.8970186154212644,0.06487860221631259,0.014780838140897713,0.02332194422152527
2010,0.8890645210137158,0.07280474023577639,0.017856687608745345,0.020274051141762225
2040,0.8954814312031047,0.07870811821568313,0.013112831069054353,0.012697619512157785
2070,0.87402239442954,0.08674926941132961,0.015966081394598194,0.023262254764532284
2100,0.9044206121169396,0.06106913282576217,0.013646525158665513,0.0208637298986328
2130,0.9146576697648409,0.0450708086958192,0.017286731862447415,0.022984789676892776
2160,0.9031737561644594,0.06339282534024306,0.0133853424657279,0.020048076029569657
2190,0.8540196389634325,0.08895755016305167,0.023416325124144235,0.03360648574937156
2220,0.8835441344674839,0.07036513674421456,0.022108337119314255,0.023982391668987406
2250,0.7768477858707821,0.1446792605687096,0.028690115574108128,0.04978283798640034
2280,0.8408094435704792,0.09603586192027742,0.02848682562945539,0.03466786887978795
2310,0.8955321054799992,0.06662748404807704,0.01606275118332142,0.02177765928860242
2340,0.8812504776515585,0.06171171568042398,0.017570844792852064,0.03946696187516549
2370,0.7780661215295726,0.11056446455389142,0.03777245264446574,0.07359696127207017
2400,0.8291223013693021,0.09702892651255123,0.02552464505773695,0.04832412706041018
2430,0.8278994185946686,0.07747316642800399,0.03172417409701158,0.06290324088031586
2460,0.8899927599163827,0.05910154843542536,0.02060698630150745,0.03029870534668448
2490,0.8815303223949325,0.07313726102515462,0.016075944842996695,0.02925647173691619
2520,0.9180585069233943,0.051133380731663104,0.011862901129262197,0.018945211215680543
2550,0.866733573368939,0.08874961998008223,0.01771597759215131,0.026800829058827236
2580,0.9228075566890717,0.052112161457783544,0.010076789741455136,0.015003492111689791
2610,0.8781315116521664,0.07625769505560984,0.017697685550614652,0.027913107741609378
2640,0.8878083545843214,0.05471636171886586,0.016105172685160277,0.04137011101165226
2670,0.9154757277052481,0.0583300350364291,0.010481489294762709,0.015712747963559977
2700,0.8766904641067714,0.08345253054094619,0.01679184640654859,0.02306515894573372
2730,0.875613875446923,0.08357242441141048,0.017402917789951518,0.023410782351715023
2760,0.8922959489672755,0.07361423393289077,0.01587821792379963,0.018211599176034137
2790,0.8548299523511008,0.10223974749443007,0.018141985631953406,0.024788314522515516
2820,0.846643182473958,0.10619447314025822,0.019208849020229127,0.02795349536555457
2850,0.8899471761451417,0.07561561739442937,0.013423391931365656,0.021013814529063122
2880,0.8526645699543324,0.11208945147517926,0.01436525505138443,0.02088072351910392
2910,0.8613119851995087,0.09486884692875597,0.017181971305940687,0.026637196565794684
2940,0.8818647476799565,0.08232119418476862,0.015259974098794652,0.020554084036480205
2970,0.8545129118384005,0.10625721735081398,0.01725188064044362,0.021977990170341726
3000,0.9014796314386021,0.0723767004979257,0.011509505102533468,0.014634162960938687
3030,0.8165127010085718,0.1501067395916682,0.015064372523978006,0.018316186875781945
3060,0.8779492795481814,0.0887725438046864,0.013891842024175627,0.019386334622956608
3090,0.8754660862728042,0.08943872679909909,0.013939571777672381,0.021155615150424134
3120,0.9216666334524807,0.05249771425090565,0.011029056100317831,0.014806596196296037
3150,0.8915415872335178,0.05626245804306961,0.016192447924765027,0.03600350679864747
3180,0.9176173600723787,0.050636612553818044,0.010649647049918063,0.021096380323885187
3210,0.9044542794145332,0.07083944683217361,0.01059442102458781,0.014111852728705397
3240,0.8353716430732608,0.11340582761867553,0.022994960531120913,0.02822756877694271
3270,0.8520415870364682,0.10358952667570927,0.018809226699016763,0.025559659588805888
3300,0.7985455844120263,0.12946589482627202,0.026367565556958246,0.045620955204743616
3330,0.9144514850737601,0.05971466490194374,0.012203043480896455,0.013630806543399855
3360,0.9388775484583362,0.03988258700142698,0.009339951797607713,0.011899912742628945
3390,0.9343249385724428,0.04484993670699887,0.010560237960588472,0.010264886759969625
3420,0.928524360665356,0.040237014632715125,0.011530005207974446,0.01970861949395445
3450,0.8633687677422203,0.09906848811320296,0.020290199810583498,0.017272544333993285
3480,0.8026921086788746,0.13236669620608482,0.024399951052037263,0.04054124406300334
3510,0.8874802230350505,0.06928905868486011,0.015142363174937012,0.02808835510515245
3540,0.8887605243429795,0.06985842558757721,0.016233692257451388,0.025147357811991726
3570,0.8661854048711722,0.1013878422690588,0.015291537375039079,0.017135215484729665
3600,0.8351833711500133,0.09426556101325032,0.026952995868513307,0.04359807196822294
3630,0.8055308676353926,0.1189332204313229,0.02603955079197247,0.049496361141312194
3660,0.8683849100196277,0.09581194465233377,0.014401956560112717,0.021401188767925808
3690,0.867395913552118,0.08663493802707202,0.018690272651010646,0.027278875769799486
3720,0.8277572040349745,0.10443915994101007,0.024827621141869906,0.04297601488214553
3750,0.8447570778912799,0.10587708138404876,0.02183423462274481,0.02753160610192665
3780,0.8695878090612609,0.08698207297307697,0.01996691584790243,0.023463202117759607
3810,0.8431819594253506,0.11367554968161418,0.017408505676233567,0.025733985216801727
3840,0.9011793187752485,0.06745113566637216,0.012946036777607974,0.018423508780771432
3870,0.8548370908167087,0.10675214711296496,0.015151090532239937,0.023259671538086252
3900,0.8763371136021534,0.09507560367588559,0.0121680850431661,0.016419197678794843
3930,0.8539819981335606,0.09462519556949768,0.020044241241395016,0.031348565055546784
3960,0.8191163935634242,0.12529241696788146,0.01986456091723696,0.03572662855145727
3990,0.8166962452253682,0.10961639321096298,0.027553262922347554,0.0461340986413213
4020,0.8100435246761893,0.14479707421981758,0.019966897464188994,0.025192503639804135
4050,0.8921981002681602,0.06798076893194308,0.016041845121705856,0.02377928567819064
4080,0.8930705372573059,0.07565956178971618,0.014365040514375748,0.01690486043860222
4110,0.8088227973482419,0.13792888399546896,0.022826649289277978,0.03042166936701087
4140,0.8350953236504777,0.10721850559848102,0.024691842154046767,0.032994328596994665
4170,0.8396560930742831,0.08820877166630235,0.02973061655849516,0.0424045187009195
4200,0.8471726835714148,0.09796220455036161,0.021060722080128463,0.03380438979809508
4230,0.8353923329105684,0.09908631334741698,0.02398137406889653,0.041539979673118246
4260,0.8628403549147613,0.0982813410721098,0.014941847744658343,0.023936456268470605
4290,0.8835850683684497,0.07727768540792167,0.015212734549594507,0.02392451167403418
4320,0.8634007326555981,0.07942029787347338,0.021230246255024156,0.03594872321590447
4350,0.8938006946048878,0.06711871545847364,0.015026956253056447,0.024053633683581984
4380,0.8544589023067958,0.08889979725266733,0.02234602546347721,0.03429527497705955
4410,0.881187512021483,0.08101407753912447,0.015139281605613621,0.02265912883377873
4440,0.8424325968370594,0.1030669524052318,0.024454058855811273,0.030046391901897507
4470,0.8317590608427607,0.10483158310303077,0.021341245186330446,0.042068110867878046
4500,0.9176762379007303,0.04225875333077849,0.013860365343954911,0.026204643424536385
4530,0.8549643410295792,0.08812731078992089,0.02282540385195483,0.03408294432854508
4560,0.8410779996580295,0.08468590523090214,0.026987027466517967,0.047249067644550384
4590,0.7723579652744086,0.12462669690927947,0.030736249730576343,0.07227908808573577
4620,0.9063590434990256,0.05618923961687571,0.015489384725725242,0.021962332158373406
4650,0.8949006836116056,0.06486579361546675,0.014474932868107573,0.025758589904820002
4680,0.918408101501928,0.051378043666040686,0.011003990277021852,0.019209864555009133
4710,0.8745567287044991,0.08394843592884021,0.017024376289368235,0.024470459077292516
4740,0.8480781615152586,0.11121740482982635,0.018262954496166686,0.0224414791587484
4770,0.866379295020046,0.0931671286552126,0.017252149823488588,0.02320142650125275
4800,0.9090576422142719,0.056195210758321755,0.01365329971290316,0.02109384731450327
4830,0.8879061209367123,0.07633275108549467,0.01383232710416713,0.021928800873625916
4860,0.8787695409570583,0.06615514843618915,0.020502417469846074,0.03457289313690647
4890,0.8887404018909637,0.06322952580064443,0.015819324696360684,0.032210747612031056
4920,0.874803852568647,0.07821238542916949,0.018953214054043925,0.028030547948139372
4950,0.8806494069637577,0.08392239666770193,0.01467777036149291,0.02075042600704747
4980,0.8649055898409382,0.08818426649828645,0.01565243062896658,0.03125771303180884
5010,0.8295378109755066,0.1214240974894176,0.01958697922183329,0.029451112313242395
5040,0.8186162830040907,0.12105490797375341,0.02209189842977429,0.03823691059238129
5070,0.8470065926935411,0.11165469930357817,0.018595045446697652,0.022743662556183215
5100,0.8220148056118651,0.12281167721875243,0.022672301180452402,0.032501215988929744
5130,0.8282618709502728,0.12075649914057172,0.02319599209419752,0.027785637814958027
5160,0.7976326419553058,0.13312936674084885,0.03224617375103829,0.03699181755280701
5190,0.87580761163895,0.06990479371107916,0.021789166049367353,0.03249842860060331
5220,0.8589960461460195,0.10192332064343701,0.017517853985650134,0.021562779224893264
5250,0.8408818974333069,0.11693029625927101,0.01720715482308738,0.024980651484334655
5280,0.8919964238678434,0.07046257473822433,0.014828420636309944,0.02271258075762217
5310,0.890542433375174,0.07988208068531043,0.013845672445516238,0.015729813493999246
5340,0.8855236890227018,0.07062313463145502,0.02063557924953772,0.023217597096305345
5370,0.8496892752035214,0.08968252011373776,0.023210533890343586,0.0374176707923971
5400,0.8559690214622928,0.08264034504792697,0.023427515566650126,0.03796311792313024
5430,0.919979533005441,0.04197829875829698,0.012499953095607507,0.025542215140654658
5460,0.8923398404233261,0.064098263515533,0.01672338180099083,0.026838514260149673
5490,0.8873984309274106,0.0693854093730266,0.019045545925102065,0.024170613774460864
5520,0.8743247738084119,0.08030401366653743,0.01821378173992905,0.027157430785121405
5550,0.8823214411392161,0.07389927969619177,0.017766909835719682,0.02601236932887262
5580,0.9005387132881469,0.061573304888897146,0.019788740314509373,0.01809924150844623
5610,0.9083142145420674,0.06053126811084873,0.014284153162831858,0.016870364184251956
5640,0.8862099551052797,0.06388034118649334,0.020537295535306355,0.029372408172920885
5670,0.8701002771558386,0.08325134314116736,0.01989962770503036,0.02674875199796379
5700,0.897610999951055,0.06762687155474936,0.015280871932060017,0.019481256562135788
5730,0.921687755707469,0.049369679045923764,0.011892694678624029,0.017049870567983204
5760,0.9143606892298548,0.05590963248773053,0.00958344385841926,0.020146234423995515
5790,0.8843402082583726,0.08088738269361254,0.01615381160855708,0.018618597439457516
5820,0.9231695200214957,0.046490606169368585,0.010790067817403097,0.01954980599173277
5850,0.9371988206423674,0.04794973573908822,0.006538477302780894,0.00831296631576354
5880,0.8841450969824706,0.06821332929465196,0.01402500965703493,0.033616564065842444
5910,0.8657860950098208,0.08711106897911959,0.01851211718260791,0.02859071882845189
5940,0.8765472654089352,0.07992213747535319,0.017097784839892636,0.02643281227581886
5970,0.9155589509225441,0.05559236911600619,0.012769519412345713,0.016079160549104316
6000,0.9325633871176501,0.04736432867150664,0.008594539598601432,0.011477744612242024
6030,0.8799498620255203,0.08196783385041236,0.015438428077951946,0.022643876046115473
6060,0.9105425300626219,0.0531964722586062,0.012589388568276058,0.02367160911049582
6090,0.8901506302697215,0.06683722624923188,0.015722544095321624,0.02728959938572501
6120,0.8542055652423227,0.09620608350022146,0.020329457669567074,0.029258893587888614
6150,0.8442350921035874,0.0971972887802362,0.02557241033883264,0.03299520877734386
6180,0.8866714355659802,0.06973218816443484,0.017411537447147404,0.0261848388224375
6210,0.8682770335577465,0.08878285237050937,0.0165496200283779,0.026390494043366148
6240,0.8375399957852594,0.09450659759129666,0.026951330649866222,0.04100207597357766
6270,0.8587947789472342,0.09049569263749467,0.020865565079604048,0.02984396333566714
6300,0.8903584875133164,0.06858254338391966,0.015110720752842343,0.02594824834992182
6330,0.8845063475477669,0.08127619827700487,0.013398754958103321,0.020818699217125015
6360,0.888874951601316,0.07053770214235174,0.01383367392852252,0.026753672327809674
6390,0.8584446319046743,0.09420029098828896,0.016352556067735405,0.031002521039301248
6420,0.861651950727502,0.08394218925054521,0.021345639004219125,0.03306022101773407
6450,0.7722780494994858,0.12729596663188436,0.030087466519606424,0.07033851734902347
6480,0.8350239958913759,0.09385964376915183,0.02513115788993229,0.045985202449540304
6510,0.8655491945489163,0.08777049232469199,0.02034492733667148,0.026335385789720375
6540,0.8903486746908504,0.06867809449166219,0.016502411099310596,0.02447081971817682
6570,0.8744215828767046,0.07883498042977724,0.0167599093893117,0.0299835273042065
6600,0.8324970486472062,0.10760439482844364,0.026546162846570093,0.0333523936777802
6630,0.8479436163237539,0.10480069700259881,0.01756123290790517,0.029694453765742194
6660,0.8953849141282391,0.06228790261052138,0.013851535681109993,0.028475647580129302
6690,0.8084845196228911,0.09547393032237653,0.03363482142627424,0.06240672862845817
6720,0.8578110860988762,0.08673821999856299,0.01909767226205868,0.036353021640502005
6750,0.8797052764237223,0.08253068884439695,0.01585192561601321,0.02191210911586774
6780,0.8866791499629896,0.07678235626274492,0.012478701882539798,0.02405979189172587
6810,0.9145127362312064,0.05395676507169406,0.011995272411551945,0.019535226285547814
6840,0.8952621441399143,0.06238787999856004,0.015193193696614038,0.027156782164911634
6870,0.8485646430628709,0.1018742913415183,0.017891954753466194,0.03166911084214459
6900,0.8795245440177545,0.07795568492761162,0.01661137442476781,0.02590839662986604
6930,0.8903820100599811,0.0680925640145198,0.015702206789332637,0.02582321913616633
6960,0.8931555656335406,0.06492865362737042,0.016447533116732287,0.02546824762235689
6990,0.8328382884146107,0.1129551654658105,0.02334816395442058,0.030858382165157964
7020,0.8375542931854582,0.10149193699664913,0.024048097456548467,0.03690567236134412
7050,0.887168787665528,0.07487180730035749,0.014855780667615667,0.0231036243664991
7080,0.8935452478759891,0.06706672549539813,0.014360594111456187,0.02502743251715637
7110,0.8956350194795555,0.06562948161613644,0.013757588550230855,0.024977910354077325
7140,0.8428378695163031,0.09160430550751326,0.023650703417934942,0.04190712155824862
7170,0.8937164071615611,0.07667926919183306,0.011300030930641794,0.01830429271596418
7200,0.9109106513524892,0.05178836692966438,0.012517355996657825,0.024783625721188675
7230,0.9045489118727905,0.060354165355007705,0.013427733120172187,0.021669189652029533
7260,0.9111367831633015,0.04729893572533325,0.013378346794374413,0.028185934316991075
7290,0.95045495301028,0.03295268589761995,0.006909778176509839,0.009682582915590295
7320,0.9340658542408888,0.04407730488660277,0.008333407926852441,0.013523432945655863
7350,0.9090059322078311,0.044317630183491434,0.014785748228242045,0.031890689380435835
7380,0.9257250903486387,0.0446590983713769,0.01104859237602495,0.018567218903959553
7410,0.9278230072446235,0.04502111273491069,0.00932314102529735,0.017832738995168556
7440,0.9217360181963631,0.054599372012124,0.009937664486110607,0.01372694530540261
7470,0.9027879807244767,0.042477250667082724,0.01696005179380976,0.03777471681463071
7500,0.9362050210873316,0.03791188465138366,0.008389062308817178,0.017494031952467754
7530,0.9344916565794518,0.04113790928014745,0.009890796556165428,0.014479637584235403
7560,0.9449746777862409,0.0305955754177523,0.007806121176497812,0.016623625619509072
7590,0.8957781368850415,0.08046532152329755,0.011076627216389336,0.012679914375271693
7620,0.8840866439153188,0.06377428231145918,0.013556395361279552,0.03858267841194268
7650,0.858971846766185,0.0978053290063814,0.01671166653645504,0.026511157690978462
7680,0.9311507188716218,0.041013482831172315,0.009294085011664491,0.01854171328554138
7710,0.8410876204762863,0.09536467613884633,0.022754491402493818,0.04079321198237386
7740,0.9012172190798976,0.06416815720176937,0.013214902676462116,0.021399721041870805
7770,0.805611148909253,0.13150156218536496,0.025585003712067254,0.037302285193314716
7800,0.8589820306508887,0.08398639513369446,0.016914319008213705,0.04011725520720331
7830,0.854354497690265,0.07018038961447598,0.02501465537976441,0.05045045731549475
7860,0.8907731620705623,0.06959130378759193,0.014756831739338772,0.024878702402506867
7890,0.8892658986997317,0.06215421637734542,0.0171829199724978,0.03139696495042492
7920,0.882096280210619,0.07523800654670733,0.015834309981160227,0.026831403261513672
7950,0.921947348670211,0.04714555276804993,0.010920281230616469,0.019986817331122373
7980,0.9005797986198179,0.06597841237511497,0.013366511457571693,0.020075277547495114
8010,0.9072413675574169,0.0621771159836901,0.014649807495729866,0.015931708963163177
8040,0.89204738951213,0.07185453283956225,0.01626097477053304,0.019837102877774404
8070,0.9063827216865431,0.05541724454584928,0.015182424141725529,0.023017609625882028
8100,0.8271888989590395,0.11357353718195394,0.023312459492841248,0.03592510436616511
8130,0.9368905904017393,0.03498294346135138,0.009808113461166917,0.018318352675742472
8160,0.8913859347541367,0.06303398678038816,0.017118070636036514,0.028462007829438536
8190,0.9138296045515717,0.046635184737146174,0.01287306719993937,0.02666214351134285
8220,0.8857438153659225,0.0693376470520996,0.017548245870730343,0.02737029171124766
8250,0.9204566894787438,0.0451466424230858,0.013664861959547055,0.0207318061386232
8280,0.9222795244472018,0.04576066723913366,0.010105919642300065,0.021853888671364462
8310,0.8261052445537326,0.11195522013948299,0.02303906004287553,0.03890047526390895
8340,0.7879146791937638,0.12819417215968187,0.0378993549326736,0.04599179371388083
8370,0.9250718753180188,0.050678987138488264,0.01004651369903676,0.014202623844456516
8400,0.9136610845138076,0.05309409635691528,0.012354749740582843,0.020890069388694192
8430,0.9376854828757892,0.03815981729440222,0.01021253887269054,0.013942160957118165
8460,0.9317848958392732,0.04052673500082455,0.009551274506232258,0.01813709465366998
8490,0.9334388522803926,0.03710138453613295,0.009656843841426057,0.01980291934204855
8520,0.92732648646469,0.04915211268652959,0.011323869862825528,0.012197530985954837
8550,0.9074098842932301,0.06457792031110941,0.010794164981614878,0.01721803041404514
8580,0.9229822855250551,0.045430989022915313,0.011184517655257192,0.02040220779677223
8610,0.8841938968743945,0.07130419824161258,0.015270625971690582,0.02923127891230254
8640,0.8802424519392481,0.08656687496942947,0.014190810455529798,0.018999862635792345
8670,0.9107285145741091,0.05920605727986738,0.009033286456538435,0.021032141689485008
8700,0.9039637048845919,0.06382398756459885,0.01306350727056971,0.019148800280239384
8730,0.9036977470990507,0.057198418584442655,0.012482515493680308,0.02662131882282662
8760,0.9233774485656537,0.050680257776316795,0.008652365213966314,0.017289928444063345
8790,0.878225597566707,0.08177353550896953,0.017580364146534612,0.02242050277778892
8820,0.8867204609540583,0.06337351638076781,0.019019331561748256,0.03088669110342552
8850,0.8500007642940751,0.0919537323527364,0.024145127826810584,0.033900375526378285
8880,0.9332568383367519,0.042486981882510176,0.010294735160603525,0.013961444620134773
8910,0.9170742575713418,0.050106410697174794,0.013169755035788525,0.01964957669569501
8940,0.8854472474476842,0.07355150884333186,0.017064531503369697,0.023936712205614444
8970,0.8714505307117241,0.06379055214875717,0.021144068325171142,0.04361484881434764
9000,0.8178483751130328,0.09488292537141998,0.027726354267718547,0.059542345247828546
9030,0.8470734175895496,0.07564574740837691,0.025907884574733902,0.05137295042733957
9060,0.892804579608741,0.05096830136466971,0.01833497493415781,0.03789214409243124
9090,0.9174943571128364,0.054557920156015495,0.012881949336501358,0.01506577339464654
9120,0.889406787130588,0.07645806329774964,0.014474752921516534,0.019660396650145736
9150,0.888841385461896,0.07463209409578812,0.014981072120198924,0.021545448322117047
9180,0.8872379048725217,0.07404089897504579,0.016042131863053692,0.02267906428937894
9210,0.8664904299450656,0.08068101384237182,0.018366292527307232,0.03446226368525531
9240,0.8710966302923505,0.08638184871503532,0.017343350784260116,0.025178170208354
9270,0.8825749049527515,0.07677120890806102,0.015697182733481495,0.024956703405706104
9300,0.8965239598086016,0.06179178466496255,0.016949831867285426,0.024734423659150327
9330,0.8744130145293776,0.07992057389258356,0.01565426380119178,0.030012147776846933
9360,0.8926928970527149,0.07355150712341782,0.01378544503231988,0.019970150791547337
9390,0.8715240323241665,0.08258233647798248,0.017067445986696288,0.028826185211155073
9420,0.9067184148581282,0.05595858879671733,0.013736440275877441,0.023586556069277356
9450,0.8638374451265423,0.09225052381599064,0.019147921912457313,0.024764109145009816
9480,0.8721331278472513,0.07613685223703479,0.016361400636233276,0.03536861927948073
9510,0.9176974687740743,0.05405775144328508,0.008855100779901414,0.019389679002739465
9540,0.9018053985041118,0.060986177352594775,0.01466411277837373,0.02254431136491984
9570,0.8121767220181407,0.11329987940135951,0.02888335704916868,0.045640041531331096
9600,0.8788572699444807,0.07804643352948416,0.01622676635459069,0.026869530171444517
9630,0.71717789886959,0.19732089340812947,0.03897776547911173,0.046523442243168525
9660,0.806396924040625,0.13618190569747612,0.015417177044119884,0.042003993217778805
9690,0.8577658897215015,0.10153779698191807,0.01921786712120915,0.02147844617537116
9720,0.8705025476130068,0.07792690632774628,0.019566228587505532,0.032004317471741595
9750,0.797902420181459,0.11254883174860711,0.030622936773825424,0.05892581129610836
9780,0.865901603754805,0.08548708434209723,0.02101637813500109,0.027594933768096575
9810,0.9144876661012145,0.05118990410706119,0.012981892831986747,0.02134053695973791
9840,0.8454483925913056,0.08456817860455838,0.01963897088298694,0.05034445792114936
9870,0.8791971700740779,0.08355547193769407,0.015415416868729152,0.021831941119498877
9900,0.9040321315970298,0.06663318853030738,0.01257578377516867,0.016758896097494248
9930,0.8803968005235031,0.07195158034190433,0.018069955154767666,0.029581663979824563
9960,0.8941390680779211,0.059701523505528514,0.01712635761820043,0.02903305079834976
9990,0.8732235129609324,0.08305441722712127,0.018794764185136113,0.024927305626810427
10020,0.8792923591587104,0.07298088022251331,0.01950870070506821,0.028218059913707884
10050,0.8938720233547351,0.07734423064057572,0.011566496127237657,0.017217249877451685
10080,0.8948283717451443,0.07577116956340409,0.01251073603211655,0.016889722659334944
10110,0.8765235031105268,0.0691518474744515,0.017853262567527523,0.03647138684749447
10140,0.9067507957015131,0.05670130390864102,0.01252416092906935,0.02402373946077632
10170,0.8838008123578225,0.07224951053389436,0.015441833855665686,0.02850784325261751
10200,0.89835436557382,0.06437527868024268,0.014968211105395013,0.022302144640542254
10230,0.8675803949177634,0.0932822863452968,0.018036453423237515,0.021100865313702196
10260,0.8552722795166086,0.10731373730671441,0.017378201834167217,0.020035781342509842
10290,0.9082835878921194,0.060555059207818555,0.012941443511728244,0.018219909388333656
10320,0.9062480922703015,0.05283606646567298,0.015821872494952927,0.025093968769072383
10350,0.89820931909088,0.059102472152719576,0.016655404697034186,0.026032804059366216
10380,0.9169075062931497,0.048512792600972916,0.012213598023744911,0.02236610308213273
10410,0.8990002425527622,0.06888656136892066,0.011673614072298038,0.02043958200601908
10440,0.893781020285502,0.0637505451710919,0.01760452160567494,0.024863912937731308
10470,0.8670748509175943,0.0882779748058284,0.019185131873816354,0.025462042402761006
10500,0.8921245571260358,0.07320485174987652,0.013918431656961376,0.02075215946712622
10530,0.900923436577914,0.05811682390973733,0.016528488198242392,0.024431251314106155
10560,0.8723194613793798,0.08538645706536807,0.01600680461286785,0.026287276942384485
10590,0.8645913503858029,0.07441287709033681,0.02097906842270415,0.040016704101155924
10620,0.8573647419098609,0.09533409778939941,0.019507632190479664,0.02779352811026001
10650,0.9075487632024197,0.05659006052146108,0.014388548729028353,0.021472627547090502
10680,0.8879427062747295,0.07931277779277487,0.014507860609346085,0.018236655323149588
10710,0.8874016819711564,0.06753969704238807,0.016879716877819688,0.028178904108635765
10740,0.8881314900999361,0.07698820574984148,0.015300091987004372,0.01958021216321848
