start_sec,stage,stage_name
14610,0,Sleep stage W
14640,0,Sleep stage W
14670,0,Sleep stage W
14700,0,Sleep stage W
14730,0,Sleep stage W
14760,0,Sleep stage W
14790,0,Sleep stage W
14820,0,Sleep stage W
14850,0,Sleep stage W
14880,0,Sleep stage W
14910,0,Sleep stage W
14940,0,Sleep stage W
14970,0,Sleep stage W
15000,0,Sleep stage W
15030,0,Sleep stage W
15060,0,Sleep stage W
15090,0,Sleep stage W
15120,0,Sleep stage W
15150,0,Sleep stage W
15180,0,Sleep stage W
15210,0,Sleep stage W
15240,0,Sleep stage W
15270,0,Sleep stage W
15300,0,Sleep stage W
15330,0,Sleep stage W
15360,0,Sleep stage W
15390,0,Sleep stage W
15420,0,Sleep stage W
15450,0,Sleep stage W
15480,0,Sleep stage W
15510,0,Sleep stage W
15540,0,Sleep stage W
15570,0,Sleep stage W
15600,0,Sleep stage W
15630,0,Sleep stage W
15660,0,Sleep stage W
15690,0,Sleep stage W
15720,0,Sleep stage W
15750,0,Sleep stage W
15780,0,Sleep stage W
15810,0,Sleep stage W
15840,0,Sleep stage W
15870,0,Sleep stage W
15900,0,Sleep stage W
15930,0,Sleep stage W
15960,0,Sleep stage W
15990,0,Sleep stage W
16020,0,Sleep stage W
16050,0,Sleep stage W
16080,0,Sleep stage W
16110,0,Sleep stage W
16140,0,Sleep stage W
16170,0,Sleep stage W
16200,0,Sleep stage W
16230,0,Sleep stage W
16260,0,Sleep stage W
16290,0,Sleep stage W
16320,0,Sleep stage W
16350,0,Sleep stage W
16380,0,Sleep stage W
16410,0,Sleep stage W
16440,0,Sleep stage W
16470,0,Sleep stage W
16500,0,Sleep stage W
16530,0,Sleep stage W
16560,0,Sleep stage W
16590,0,Sleep stage W
16620,0,Sleep stage W
16650,0,Sleep stage W
16680,0,Sleep stage W
16710,0,Sleep stage W
16740,0,Sleep stage W
16770,0,Sleep stage W
16800,0,Sleep stage W
16830,0,Sleep stage W
16860,0,Sleep stage W
16890,0,Sleep stage W
16920,0,Sleep stage W
16950,0,Sleep stage W
16980,0,Sleep stage W
17010,0,Sleep stage W
17040,0,Sleep stage W
17070,0,Sleep stage W
17100,0,Sleep stage W
17130,0,Sleep stage W
17160,0,Sleep stage W
17190,0,Sleep stage W
17220,0,Sleep stage W
17250,0,Sleep stage W
17280,0,Sleep stage W
17310,0,Sleep stage W
17340,0,Sleep stage W
17370,0,Sleep stage W
17400,0,Sleep stage W
17430,0,Sleep stage W
17460,0,Sleep stage W
17490,0,Sleep stage W
17520,0,Sleep stage W
17550,0,Sleep stage W
17580,0,Sleep stage W
17610,0,Sleep stage W
17640,0,Sleep stage W
17670,0,Sleep stage W
17700,0,Sleep stage W
17730,0,Sleep stage W
17760,0,Sleep stage W
17790,0,Sleep stage W
17820,0,Sleep stage W
17850,0,Sleep stage W
17880,0,Sleep stage W
17910,0,Sleep stage W
17940,0,Sleep stage W
17970,0,Sleep stage W
18000,0,Sleep stage W
18030,0,Sleep stage W
18060,0,Sleep stage W
18090,0,Sleep stage W
18120,0,Sleep stage W
18150,0,Sleep stage W
18180,0,Sleep stage W
18210,0,Sleep stage W
18240,0,Sleep stage W
18270,0,Sleep stage W
18300,0,Sleep stage W
18330,0,Sleep stage W
18360,0,Sleep stage W
18390,0,Sleep stage W
18420,0,Sleep stage W
18450,0,Sleep stage W
18480,0,Sleep stage W
18510,0,Sleep stage W
18540,0,Sleep stage W
18570,0,Sleep stage W
18600,0,Sleep stage W
18630,0,Sleep stage W
18660,0,Sleep stage W
18690,0,Sleep stage W
18720,0,Sleep stage W
18750,0,Sleep stage W
18780,0,Sleep stage W
18810,0,Sleep stage W
18840,0,Sleep stage W
18870,0,Sleep stage W
18900,0,Sleep stage W
18930,0,Sleep stage W
18960,0,Sleep stage W
18990,0,Sleep stage W
19020,0,Sleep stage W
19050,0,Sleep stage W
19080,0,Sleep stage W
19110,0,Sleep stage W
19140,0,Sleep stage W
19170,0,Sleep stage W
19200,0,Sleep stage W
19230,0,Sleep stage W
19260,0,Sleep stage W
19290,0,Sleep stage W
19320,0,Sleep stage W
19350,0,Sleep stage W
19380,0,Sleep stage W
19410,0,Sleep stage W
19440,0,Sleep stage W
19470,0,Sleep stage W
19500,0,Sleep stage W
19530,0,Sleep stage W
19560,0,Sleep stage W
19590,0,Sleep stage W
19620,0,Sleep stage W
19650,0,Sleep stage W
19680,0,Sleep stage W
19710,0,Sleep stage W
19740,0,Sleep stage W
19770,0,Sleep stage W
19800,0,Sleep stage W
19830,0,Sleep stage W
19860,0,Sleep stage W
19890,0,Sleep stage W
19920,0,Sleep stage W
19950,0,Sleep stage W
19980,0,Sleep stage W
20010,0,Sleep stage W
20040,0,Sleep stage W
20070,0,Sleep stage W
20100,0,Sleep stage W
20130,0,Sleep stage W
20160,0,Sleep stage W
20190,0,Sleep stage W
20220,0,Sleep stage W
20250,0,Sleep stage W
20280,0,Sleep stage W
20310,0,Sleep stage W
20340,0,Sleep stage W
20370,0,Sleep stage W
20400,0,Sleep stage W
20430,0,Sleep stage W
20460,0,Sleep stage W
20490,0,Sleep stage W
20520,0,Sleep stage W
20550,0,Sleep stage W
20580,0,Sleep stage W
20610,0,Sleep stage W
20640,0,Sleep stage W
20670,0,Sleep stage W
20700,0,Sleep stage W
20730,0,Sleep stage W
20760,0,Sleep stage W
20790,0,Sleep stage W
20820,0,Sleep stage W
20850,0,Sleep stage W
20880,0,Sleep stage W
20910,0,Sleep stage W
20940,0,Sleep stage W
20970,0,Sleep stage W
21000,0,Sleep stage W
21030,0,Sleep stage W
21060,0,Sleep stage W
21090,0,Sleep stage W
21120,0,Sleep stage W
21150,0,Sleep stage W
21180,0,Sleep stage W
21210,0,Sleep stage W
21240,0,Sleep stage W
21270,0,Sleep stage W
21300,0,Sleep stage W
21330,0,Sleep stage W
21360,0,Sleep stage W
21390,0,Sleep stage W
21420,0,Sleep stage W
21450,0,Sleep stage W
21480,0,Sleep stage W
21510,0,Sleep stage W
21540,0,Sleep stage W
21570,0,Sleep stage W
21600,0,Sleep stage W
21630,0,Sleep stage W
21660,0,Sleep stage W
21690,0,Sleep stage W
21720,0,Sleep stage W
21750,0,Sleep stage W
21780,0,Sleep stage W
21810,0,Sleep stage W
21840,0,Sleep stage W
21870,0,Sleep stage W
21900,0,Sleep stage W
21930,0,Sleep stage W
21960,0,Sleep stage W
21990,0,Sleep stage W
22020,0,Sleep stage W
22050,0,Sleep stage W
22080,0,Sleep stage W
22110,0,Sleep stage W
22140,0,Sleep stage W
22170,0,Sleep stage W
22200,0,Sleep stage W
22230,0,Sleep stage W
22260,0,Sleep stage W
22290,0,Sleep stage W
22320,0,Sleep stage W
22350,0,Sleep stage W
22380,0,Sleep stage W
22410,0,Sleep stage W
22440,0,Sleep stage W
22470,0,Sleep stage W
22500,0,Sleep stage W
22530,0,Sleep stage W
22560,0,Sleep stage W
22590,0,Sleep stage W
22620,0,Sleep stage W
22650,0,Sleep stage W
22680,0,Sleep stage W
22710,0,Sleep stage W
22740,0,Sleep stage W
22770,0,Sleep stage W
22800,0,Sleep stage W
22830,0,Sleep stage W
22860,0,Sleep stage W
22890,0,Sleep stage W
22920,0,Sleep stage W
22950,0,Sleep stage W
22980,0,Sleep stage W
23010,0,Sleep stage W
23040,0,Sleep stage W
23070,0,Sleep stage W
23100,0,Sleep stage W
23130,0,Sleep stage W
23160,0,Sleep stage W
23190,0,Sleep stage W
23220,0,Sleep stage W
23250,0,Sleep stage W
23280,0,Sleep stage W
23310,0,Sleep stage W
23340,0,Sleep stage W
23370,0,Sleep stage W
23400,0,Sleep stage W
23430,0,Sleep stage W
23460,0,Sleep stage W
23490,0,Sleep stage W
23520,0,Sleep stage W
23550,0,Sleep stage W
23580,0,Sleep stage W
23610,0,Sleep stage W
23640,0,Sleep stage W
23670,0,Sleep stage W
23700,0,Sleep stage W
23730,0,Sleep stage W
23760,0,Sleep stage W
23790,0,Sleep stage W
23820,0,Sleep stage W
23850,0,Sleep stage W
23880,0,Sleep stage W
23910,0,Sleep stage W
23940,0,Sleep stage W
23970,0,Sleep stage W
24000,0,Sleep stage W
24030,0,Sleep stage W
24060,0,Sleep stage W
24090,0,Sleep stage W
24120,0,Sleep stage W
24150,0,Sleep stage W
24180,0,Sleep stage W
24210,0,Sleep stage W
24240,0,Sleep stage W
24270,0,Sleep stage W
24300,0,Sleep stage W
24330,0,Sleep stage W
24360,0,Sleep stage W
24390,0,Sleep stage W
24420,0,Sleep stage W
24450,0,Sleep stage W
24480,0,Sleep stage W
24510,0,Sleep stage W
24540,0,Sleep stage W
24570,0,Sleep stage W
24600,0,Sleep stage W
24630,0,Sleep stage W
24660,0,Sleep stage W
24690,0,Sleep stage W
24720,0,Sleep stage W
24750,0,Sleep stage W
24780,0,Sleep stage W
24810,0,Sleep stage W
24840,0,Sleep stage W
24870,0,Sleep stage W
24900,0,Sleep stage W
24930,0,Sleep stage W
24960,0,Sleep stage W
24990,0,Sleep stage W
25020,0,Sleep stage W
25050,0,Sleep stage W
25080,0,Sleep stage W
25110,0,Sleep stage W
25140,0,Sleep stage W
25170,0,Sleep stage W
25200,0,Sleep stage W
25230,0,Sleep stage W
25260,0,Sleep stage W
25290,0,Sleep stage W
25320,0,Sleep stage W
25350,0,Sleep stage W
25380,0,Sleep stage W
25410,0,Sleep stage W
25440,0,Sleep stage W
25470,0,Sleep stage W
25500,0,Sleep stage W
25530,0,Sleep stage W
25560,0,Sleep stage W
25590,0,Sleep stage W
25620,0,Sleep stage W
25650,0,Sleep stage W
25680,0,Sleep stage W
25710,0,Sleep stage W
25740,0,Sleep stage W
25770,0,Sleep stage W
25800,0,Sleep stage W
25830,0,Sleep stage W
25860,0,Sleep stage W
25890,0,Sleep stage W
25920,0,Sleep stage W
25950,0,Sleep stage W
25980,0,Sleep stage W
26010,0,Sleep stage W
26040,0,Sleep stage W
26070,0,Sleep stage W
26100,0,Sleep stage W
26130,0,Sleep stage W
26160,0,Sleep stage W
26190,0,Sleep stage W
26220,0,Sleep stage W
26250,0,Sleep stage W
26280,0,Sleep stage W
26310,0,Sleep stage W
26340,0,Sleep stage W
26370,0,Sleep stage W
26400,0,Sleep stage W
26430,0,Sleep stage W
26460,0,Sleep stage W
26490,0,Sleep stage W
26520,0,Sleep stage W
26550,0,Sleep stage W
26580,0,Sleep stage W
26610,0,Sleep stage W
26640,0,Sleep stage W
26670,0,Sleep stage W
26700,0,Sleep stage W
26730,0,Sleep stage W
26760,0,Sleep stage W
26790,0,Sleep stage W
26820,0,Sleep stage W
26850,0,Sleep stage W
26880,0,Sleep stage W
26910,0,Sleep stage W
26940,0,Sleep stage W
26970,0,Sleep stage W
27000,0,Sleep stage W
27030,0,Sleep stage W
27060,0,Sleep stage W
27090,0,Sleep stage W
27120,0,Sleep stage W
27150,0,Sleep stage W
27180,0,Sleep stage W
27210,0,Sleep stage W
27240,0,Sleep stage W
27270,0,Sleep stage W
27300,0,Sleep stage W
27330,0,Sleep stage W
27360,0,Sleep stage W
27390,0,Sleep stage W
27420,0,Sleep stage W
27450,0,Sleep stage W
27480,0,Sleep stage W
27510,0,Sleep stage W
27540,0,Sleep stage W
27570,0,Sleep stage W
27600,0,Sleep stage W
27630,0,Sleep stage W
27660,0,Sleep stage W
27690,0,Sleep stage W
27720,0,Sleep stage W
27750,0,Sleep stage W
27780,0,Sleep stage W
27810,0,Sleep stage W
27840,0,Sleep stage W
27870,0,Sleep stage W
27900,0,Sleep stage W
27930,0,Sleep stage W
27960,0,Sleep stage W
27990,0,Sleep stage W
28020,0,Sleep stage W
28050,0,Sleep stage W
28080,0,Sleep stage W
28110,0,Sleep stage W
28140,0,Sleep stage W
28170,0,Sleep stage W
28200,0,Sleep stage W
28230,0,Sleep stage W
28260,0,Sleep stage W
28290,0,Sleep stage W
28320,0,Sleep stage W
28350,0,Sleep stage W
28380,0,Sleep stage W
28410,0,Sleep stage W
28440,0,Sleep stage W
28470,0,Sleep stage W
28500,0,Sleep stage W
28530,0,Sleep stage W
28560,0,Sleep stage W
28590,0,Sleep stage W
28620,0,Sleep stage W
28650,0,Sleep stage W
28680,0,Sleep stage W
28710,0,Sleep stage W
28740,0,Sleep stage W
28770,0,Sleep stage W
28800,0,Sleep stage W
28830,0,Sleep stage W
28860,0,Sleep stage W
28890,0,Sleep stage W
28920,0,Sleep stage W
28950,0,Sleep stage W
28980,0,Sleep stage W
29010,0,Sleep stage W
29040,0,Sleep stage W
29070,0,Sleep stage W
29100,0,Sleep stage W
29130,0,Sleep stage W
29160,0,Sleep stage W
29190,0,Sleep stage W
29220,0,Sleep stage W
29250,0,Sleep stage W
29280,0,Sleep stage W
29310,0,Sleep stage W
29340,0,Sleep stage W
29370,0,Sleep stage W
29400,0,Sleep stage W
29430,0,Sleep stage W
29460,0,Sleep stage W
29490,0,Sleep stage W
29520,0,Sleep stage W
29550,0,Sleep stage W
29580,0,Sleep stage W
29610,0,Sleep stage W
29640,0,Sleep stage W
29670,0,Sleep stage W
29700,0,Sleep stage W
29730,0,Sleep stage W
29760,0,Sleep stage W
29790,0,Sleep stage W
29820,0,Sleep stage W
29850,0,Sleep stage W
29880,0,Sleep stage W
29910,0,Sleep stage W
29940,0,Sleep stage W
29970,0,Sleep stage W
30000,0,Sleep stage W
30030,0,Sleep stage W
30060,0,Sleep stage W
30090,0,Sleep stage W
30120,0,Sleep stage W
30150,0,Sleep stage W
30180,0,Sleep stage W
30210,0,Sleep stage W
30240,0,Sleep stage W
30270,0,Sleep stage W
30300,0,Sleep stage W
30330,0,Sleep stage W
30360,0,Sleep stage W
30390,0,Sleep stage W
30420,0,Sleep stage W
30450,0,Sleep stage W
30480,0,Sleep stage W
30510,0,Sleep stage W
30540,0,Sleep stage W
30570,0,Sleep stage W
30600,0,Sleep stage W
30630,1,Sleep stage 1
30660,1,Sleep stage 1
30690,1,Sleep stage 1
30720,1,Sleep stage 1
30750,2,Sleep stage 2
30780,2,Sleep stage 2
30810,2,Sleep stage 2
30840,2,Sleep stage 2
30870,2,Sleep stage 2
30900,2,Sleep stage 2
30930,2,Sleep stage 2
30960,2,Sleep stage 2
30990,2,Sleep stage 2
31020,2,Sleep stage 2
31050,2,Sleep stage 2
31080,2,Sleep stage 2
31110,2,Sleep stage 2
31140,3,Sleep stage 3
31170,2,Sleep stage 2
31200,3,Sleep stage 3
31230,3,Sleep stage 3
31260,3,Sleep stage 3
31290,3,Sleep stage 3
31320,3,Sleep stage 3
31350,3,Sleep stage 4
31380,3,Sleep stage 3
31410,3,Sleep stage 3
31440,3,Sleep stage 4
31470,3,Sleep stage 4
31500,3,Sleep stage 3
31530,3,Sleep stage 4
31560,3,Sleep stage 4
31590,3,Sleep stage 4
31620,3,Sleep stage 4
31650,3,Sleep stage 3
31680,3,Sleep stage 4
31710,3,Sleep stage 4
31740,3,Sleep stage 4
31770,3,Sleep stage 4
31800,0,Sleep stage W
31830,3,Sleep stage 3
31860,3,Sleep stage 3
31890,2,Sleep stage 2
31920,2,Sleep stage 2
31950,3,Sleep stage 3
31980,3,Sleep stage 3
32010,3,Sleep stage 3
32040,3,Sleep stage 3
32070,3,Sleep stage 4
32100,3,Sleep stage 3
32130,3,Sleep stage 4
32160,3,Sleep stage 4
